"gc","map"
0.605031,0.954974
0.617674,0.969524
0.607976,0.963478
0.617187,0.969974
0.636115,0.968203
0.628062,0.969491
0.585962,0.959599
0.595972,0.974569
0.584921,0.965985
0.615855,0.975405
0.62843,0.975322
0.639822,0.978305
0.645093,0.971567
0.615275,0.956079
0.617617,0.961701
0.648766,0.966695
0.656365,0.976609
0.648108,0.977259
0.631589,0.968841
0.625781,0.948541
0.613173,0.950361
0.649131,0.970118
0.645029,0.96707
0.616447,0.968515
0.603104,0.957292
0.628775,0.959519
0.648607,0.978315
0.63469,0.974561
0.611541,0.96619
0.636979,0.977575
0.640897,0.974363
0.632604,0.97582
0.628142,0.968926
0.649002,0.973727
0.643507,0.972218
0.637387,0.980998
0.619824,0.976212
0.596628,0.96988
0.574709,0.958695
0.563343,0.963099
0.58964,0.966154
0.581284,0.956141
0.610173,0.965763
0.599445,0.95429
0.594697,0.902953
0.363688,0.691457
0.477227,0.91718
0.463522,0.959333
0.548505,0.982301
0.559505,0.98137
0.600118,0.980016
0.580501,0.980489
0.559186,0.979359
0.594262,0.964961
0.614819,0.974371
0.595623,0.975838
0.558881,0.964257
0.609707,0.980614
0.643911,0.977384
0.619042,0.976425
0.567989,0.972091
0.60758,0.972169
0.580297,0.958495
0.562702,0.950957
0.643589,0.972867
0.65029,0.97423
0.6485,0.914728
0.643494,0.894667
0.645979,0.950935
0.645547,0.975909
0.649033,0.973768
0.650874,0.97022
0.65068,0.978707
0.655143,0.97637
0.651076,0.971073
0.653448,0.970466
0.643721,0.972236
0.583021,0.963737
0.578006,0.948176
0.603931,0.967
0.601119,0.87721
0.607566,0.963577
0.611321,0.968487
0.59924,0.939847
0.591932,0.974139
0.625282,0.970464
0.616542,0.95767
0.624433,0.967615
0.616406,0.9588
0.597221,0.934119
0.635922,0.966721
0.642949,0.954769
0.591896,0.849728
0.602674,0.645557
0.607882,0
0.584778,0.651302
0.593852,0.906129
0.644553,0.970953
0.640985,0.965982
0.613498,0.955518
0.597023,0.968471
0.602868,0.953951
0.586373,0.962631
0.603094,0.960933
0.617259,0.966562
0.626866,0.978452
0.618431,0.954759
0.600798,0.97413
0.603161,0.942007
0.636049,0.968417
0.627642,0.966112
0.617015,0.962667
0.607218,0.968423
0.614206,0.964268
0.597636,0.970607
0.595791,0.893944
0.613499,0.473112
0.602696,0.898988
0.595951,0.969189
0.590624,0.97628
0.591997,0.970291
0.612521,0.945522
0.581824,0.953455
0.59649,0.967497
0.601686,0.954448
0.596039,0.954703
0.590212,0.94768
0.607906,0.959991
0.614695,0.963109
0.635096,0.975828
0.64852,0.975735
0.657258,0.975215
0.645604,0.96338
0.634828,0.962479
0.629773,0.966392
0.641445,0.978329
0.629794,0.960747
0.627705,0.972403
0.651014,0.977196
0.627205,0.966192
0.632115,0.970164
0.614896,0.971355
0.612559,0.969823
0.627614,0.957612
0.627613,0.962637
0.639901,0.938777
0.641876,0.939694
0.65028,0.965215
0.636531,0.968864
0.632565,0.976187
0.651044,0.974679
0.658783,0.978083
0.651925,0.969549
0.624132,0.987843
0.629451,0.96623
0.619594,0.971326
0.630796,0.963145
0.620981,0.969745
0.604363,0.963106
0.60213,0.968338
0.620746,0.956708
0.611054,0.969084
0.60991,0.969761
0.640248,0.973196
0.629053,0.96939
0.618255,0.962346
0.642876,0.969945
0.647418,0.967003
0.612616,0.962948
0.620517,0.975594
0.606588,0.968141
0.631502,0.975096
0.594478,0.94718
